book1,book2,start_ms1,start_ms2,start1,start2,end_ms1,end_ms2,end1,end2,text1,text2
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2453,533,1547,793,2454,533,528,1027, يحيي بن سليمان الموصل ذكر الحرب بين اهل طليطلة وهوارة وفي هذه السنة ظهر موسي بن ذي النون الهواري بشنت برية واغار عليms2453 اهل طليطلة ودخل حصن وليد من شنت برية فخرج اهل طليطلة اليه في نحو عشرين الفا فلما التقوا بموسي واقتتلوا انهزم محمد بن طريشة في اصحابه وهو من اهل طليطلة فتبعه اهل طليطلة في الهزيمة وانهزم معهم مطرف بن عبد الرحمن فعمل ذلك محمد مكافاة لمطرف حين انهزم بالناس في العام الماضي فقتل من اهل طليطلة خلق كثير وقوي موسي بن ذي النون وهابه من حاذره ذكر عدة حوادث في هذه السنة قتل رجل من اصحاب مساور الشاري محمد بن هارون بن المعمر راه وهو يريد سامرا فقتله وحمل راسه الي مساور فطلبت ربيعة بثاره فندب مسرور البخلي وغيره الي اخذ الطرق علي مساور وفيها اشتد الغلاء في عامة بلاد, واستقر يحيي بن سليمان بالموصل وفيها سار يعقوب بن الليث فواقع الحسن بن زيد العلوي فهزمه ودخل طبرستان والديلم وراه فصعد الحسن في جبال الديلم ونزل الثلج والامطار علي اصحاب يعقوب فتلف منهم خلق واندعكوا ورجع يعقوب باسوا حال وقد عدم من اصحابه اربعون الفا وذهب عامة خيله وفيها اشتد الغلاء في عامة بلاد
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2465,538,970,932,2465,538,1217,1178, وجه قبل مسيره عن واسط الي المعتمد جماعة من اصحابه الي سليمان في شذاوات فظفر بهم سليمان وهزمهم واخذ منهم سبع شذاوات وقتل من اسر منهم واشار الباهليون علي سليمان ان يتحصن في عقر ما وراء بطهشا والادغال التي فيها وكرهوا خروجه عنهم لموافقته في فعله وخافوا السلطان فسار اليه فنزل بقرية مروان بالجانب الشرقي, وجه قبل مسيره عن واسط الي المعتمد جماعة من اصحابه الي سليمان في شذاوات فظفر بهم سليمان وهزمهم واخذ منهم سبع شذاوات وقتل من اسر منهم واشار الباهليون علي سليمان ان يتحصن في عقر ما رراء طهثا والادغال التي فيها وكرهوا خروجه عنهم لموافقته في فعله وخافوا السلطان فسار اليه فنزل بقرية مروان بالجانب الشرقي
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2491,549,889,526,2491,549,1075,716, المسلمين جماعة وفيها كانت بمدينة النبي حرب بين العلويين والجعفريين وغلا السعر حتي تعذرت الاقوات وعم الغلاء ساءر البلاد من الحجاز والعراق والموصل والجزيرة والشام وغير ذلك الا انه لم يبلغ الشدة التي بالمدينة وفيها كان الناس في البلاد التي تحت, المسلمين جماعة وفيها كانت بمدينة النبي حرب بين العلويين والجعفريين وغلا السعر بها حتي تعذرت الاقوات وعم الغلاء ساءر البلاد من الحجاز والعراق والموصل والجزيرة والشام وغير ذلك الا انه لم يبلغ الشدة التي بالمدينة وفيها كان الناس في البلاد التي تحت
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2543,569,339,796,2543,569,381,838, ابن ابي الساج الي خمارويه بن احمد بن طولون صاحب مصر واطاعه وصار معه وخطب له باعماله وهي قنسرين, ابن ابي الساج الي خمارويه بن احمد بن طولون صاحب مصر واطاعه رصار معه وخطب له باعماله وهي قنسرين
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2550,575,768,1534,2550,576,931,775, علي اذربيجان ابن ابي الساج فسار اليه فخرج اليه عبد الله بن الحسن الهمذاني صاحب مراغة ليصده عنها فحاربه فانهزم عبد الله وحصر واخذت منه سنة ثمانين وماءتين كما نذكره واستقر ابن ابي الساج لعمله وفيها قتل عامل الموصل لابن, ابر احمد اذا قدم وقدم محمدms575 بن ابي الساج علي ابي احمد قيل شخوصه من مضربه بباب خراسان هاربا من ابن طولون بعد وقعات كانت بينهما ضعف في اخر ذلك ابن ابي الساج عن مقاومته لقلة من معه وكثرة من مع ابن طولون من الرجال فلحق بابي احمد فانضم اليه فخلع ابو احمد عليه واخرجه معه الي الجبل وفيها ولي عبيد الله بن عبد الله بن طاهر شرطة بغداد من قبل عمرو بن الليث في شهر ربيع الاخر وفيها ورد الخبر بانفراج تل بنهر الصلة ويعرف بتل بني شقيق عن سبعة اقبر فيها سبعة ابدان صحيحة عليها اكفان جدد لينة لها اهداب تفوح منها راءحة المسك احدهم شاب له جمة وجبهته واذناه وخداه وانفه وشفتاه وذقنه واشفار عينيه صحيحة وعلي شفتيه بلل كانه قد شرب ماء وكانه قد كحل وبه ضربة في خاصرته فردت عليه احمفاته وفيها امر بطرح المطارد والاعلام والترسة التي كانت في مجالس الشرطة التي عليها اسم عمرو بن الليث واسقاط ذكره وذلك لاحدي عشرة خلت من شوال وفيها قتل عامل الموصل لابن
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2566,589,1546,249,2567,589,82,1182, وغنموا غنيمة كثيرة وعادوا وفيهاms2566 توفي عبيد الله بن محمد بن عبيد الله بن ابي الدنيا صاحب التصانيف الكثيرة المشهورة ثم دخلت سنة اثنتين وثمانين, وغنموا غنيمة كثيرة وعادوا وحج بالناس في هذه السنة محمد بن هارون واصاب الحاج بالاجفر مطر عظيم قمات منهم بشر كثير وكان الرجل يغرق في الرمل ما يقدر احد علي اخراجه وتوفي في هذه السنة من الاعيان احمد بن سهل بن الربيع بن سليمان الاخميمي كان مقبولا عند القضاة وحدث عن يحيي بن بكير وغيره اسحاق بن ابراهيم المعروف بابن الجبلي يكني ابا القاسم ولد سنة اثنتي عشرة وماءتين وسمع منصور بن ابي مزاحم وطبقته ولم يحدث الا بشء يسير وكان يذكر بالففم ويوصف بالحفظ ويفتي الناس بالحديث ويذاكر وتوفي في ربيع الاخر من هذه السنة وصلي عليه ابراهيم الحريي عبد الله بن محمد بن عبيد بن سفيان بن قيس ابو بكر القرشي المعروف بابن ابي الدنيا مولي بني امية ولد سنة ثمان وماءتين وسمع ابراهيم بن المنذر الحزامي وخالد ابن خداش وعلي بن الجعد وخلقا كثيرا وقد ادب غير واحد من اولاد الخلفاء منهم المعتضد وعلي بن المعتضد وكان يجري له في كل شهر خمسة عشر دينازا وكان يقصد احاديث الزهد والرقايق وكان لاجلها يكتب عن البرجلاني ويترك عفان بن مسلم وكان ذا مروءة ثقة صدوقا صنف اكثر من ماءة مصنف في الزهد ودخلت سنة اثنتين وثمانين وماءتين
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2567,590,821,492,2567,590,1131,620, القلعة فامر المعتضد بهدمها وسار وصيف في طلب حمدان وكان بباسورين فواقعه وصيف وقتل من اصحابه جماعة وانهزم حمدان في زورق كان له في دجلة وحمل معه مالا كان له وعبر الي الجانب الغربي من دجلة فصار في ديار ربيعة وعبر نفر من الجند فاقتصوا اثره حتي اشرفوا علي دير قد نزله فلما راهم هرب وترك ماله فاخذ واتي به المعتضد وسار اولءك في طلب حمدان فضاقت عليه الارض فقصد خيمة اسحاق, دجلة فصار في ديار ربيعة وعبر نفر من الجند فاقتصوا اثره حتي اشرفوا علي دير قد نزله فلما راهم هرب وترك ماله فاخذ واتي به المعتضد وسار اولءك في طلب حمدان فضاقت عليه الارض فقصد خيمة اسحاق
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2613,624,513,1249,2613,624,960,1317, وعاش زكرويه خمسة ايام ومات فسيرت جيفته والاسري الي بغداد وانهزم جماعة من اصحابه الي الشام فاوقع بهم الحسين بن حمدان فقتلوهم جميعا واخذوا جماعة من النساء والصبيان وحمل راس زكرويه الي خراسان لءلا ينقطع الحجاج واخذ الاعراب رجلين من اصحاب زكرويه يعرف احدهما بالحداد والاخر بالمنتقم وهو اخو امراة زكرويه كانا قد سارا اليهم يدعوانهم الي الخروج معهم فلما اخذوهما سيروهما الي بغداد وتتبع الخليفة القرامطة بالعراق فقتل بعضهم وحبس بعضهم ومات بعضهم في الحبس ذكر عدة حوادث في هذه السنة غزا ابن كيغلغ الروم من طرسوس, خالطت دماغه واسروا جماعة من اهله واصحابه وعاش خمسة ايام ثم مات فشق بطنه وقدم به والاساري فقتلوا وفيها غزا ابن كيغلغ الروم من
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2662,643,1024,828,2663,644,421,417, يضيق بعساكرهم فضاء المغرب ذكر عدة حوادث فيها غزا بشر الخادم والي طرسوس بلاد الروم ففتح فيها وغنم وسبي واسر ماءة وخمسين بطريقا وكان السبي نحوا من الفي راس وفيها اوقع مءنس الخادم بناحية وادي الذءاب بمن هنالك من الاعراب من بني شيبان فقتل منهم خلقا كثيرا ونهب بيوتهم فاصاب فيها من اموال التجار التي كانوا اخذوها بقطع الطريق ما لا يحصي وفيها في ذي الحجة ماتت بدعة المغنية مولاة غريب مولي المامون وفيها في ذي الحجة خرجت الاعراب من الحاجز علي الحجاج فقطعوا عليها الطريق واخذوا من العين وما معهم من الامتعة والجمال ما ارادوا واخذوا ماءتين وخمسين امراة وحج بالناس هذه السنة الفضل بن عبد الملك وفيها قلد ابو الهيجاء عبد الله بن حمدان الموصل وفيها مات الشاهms2662 بن ميكال وفيها في ليلة الاضحي انقض ثلاثة كواكب كبار اثنان اول الليل وواحد اخره سوي كواكب صغار كثيرة والي اخر هذه السنة انتهي تاريخ ابي جعفر الطبري رحمه الله ورايت في بعض النسخ الي اخر سنة ثلاث وثلاثماءة وقيل ان سنة ثلاث زيادة فيه وليست من تاريخ الطبري والله اعلم وفيها توفي اسحاق بن ابي حسان الانماطي وابراهيم بن شريك وابو عيسي بن القزاز وابو العباس البراني وعلي بن محمد بن نصر بن بسام الشاعر وله نيف وسبعون سنة ثم دخلت سنة ثلاث وثلاثماءة ذكر امر, يضيق بعساكرهم فضاء المغرب وخرج علي الحاج رجل علوي ومعه بنو صالح بن مدرك الطاءي فقطعوا عليهم الطريق وتلف خلق كثير من الحاج بالقتل والعطش وخرج اعراب علي الحاج المنصرفين من مكة فاخذوا ما معهم من العين والامتعة واستاقوا من جمالهم ما ارادوا واخذوا من النساء ماءتين وثمانين امراة حراءر سوي المماليك وكان الذي حج بهم الفضل بن عبد الملك وفيها قلد ابو الهيجاء عبد الله بن حمدان الموصل وتوفي في هذه السنة من الاعيان احمد بن يونس بن عبد الاعلي بن موسي الصدفي يكني ابا الحسن ولد في ذي القعدة سنة اربعين وماثتين وكان من البكاءين حدث عن ابيه وغيره اسحاق بن ابراهيم بن ابي حسان ابو يعقوب الانماطي سمع احمد بن ابي الحواري وغيره روي عنه ابو عمرو بن السماك واسماعيل الخطبي وابن مقسم وقال الدارقطتي هو ثقة حمزة بن محمد بن عيسي بن حمزة ابو علي الكاتب جرجاني الاصل سمع من تعيم بن حماد روي عنه الجعابي وكان ثقة الحسن بن علي بنms643 موسي بن هارون ابو علي النحاس النيسابوري حدث وكان ثقة صالحا عبد الله بن الصقر بن نصر بن موسي بن هلال ابو العباس السكري سمع ابراهيم بن المنذر الحزامي وروي عنه جعفر الخلدي وابن مالك القطيعي وكان صدوفا ثقة عبد الله بن محمد بن ياسين ابو الحسن الفقيه الدوري سمع من بندار وروي عنه ابو بكر الشافعي وكان ثقة موسي بن القاسم بن ابراهيم ابو الحسن العلوي كتب الحديث وسمع الكثير ويتب عنه وكان رجلا صالخا متواضقا يلزم الجامع ودخلت سنة ثلاث وثلاثماءة ذكر امر
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2675,652,609,196,2675,652,1175,1255, ابو احمد بن حماد الموصلي وفيها دخل جني الصفواني بلاد الروم فنهب وخرب واحرق وفتح وعاد فقرءت الكتب علي المنابر ببغداد بذلك وفيها وقعت فتنة ببغداد بين العامة والحنابلة فاخذ الخليفة جماعة منهم وسيرهم الي البصرة فحبسوا وفيها امر المقتدر ببناء بيمارستان فبني واجري عليه النفقات الكثيرة وكان يسمي البيمارستان المقتدري وفيها توفي القاضي محمد بن خلف بن حيان ابو بكر الضبي المعروف بوكيع وكان عالما باخبار الناس وغيرها وله تصانيف حسنة والقاضي ابو العباس احمد بن عمر بن سريج الفقيه الشافعي وله سبع وخمسون سنة وفيها مات كنيز المغني وهو مشهور بالحذق في الغناء كنيز بضم الكاف وفتح النون واخرها زاي ثم دخلت سنة سبع وثلاثماءة في هذه السنة, ابو احمد بن حماد الموصلي وحج بالناس في هذه السنة الفضل بن عبد الملك وتوفي في هذه السنة من الاعيان احمد بن عمر بن سريج ابو العباس القاضي حدث عن الحسن بن محمد الزعفراني وعلي بن اشكاب وعباس الدوري وابي داود وغيرهم رري عنه سليمان ابن احمد الطبراني وابو احمد الغطريفي وانتهت اليه رياسة اصحاب الشافعي وشرح المذهب ولخصه وعمل المساءل في الفروع ابراهيم بن علي بن ابراهيم بن محمد ابو اسحاق العمري الموصلي قدم بغداد وحدث بها عن جماعة وروي عنه ابن صاعد والنجاد والخلدي وكان ثقة محمد بن خلف بن حيان بن صدقة بن زياد ابو بكر الضبي القاضي المعروف بوكيع كان عالما فاضلا عارفا بايام الناس فقيها قارءا نحوءا وكان يتقلد القضاء بالاهواز وله مصنفات منها كتاب العدد وسءل ابن مجاهد ان يصنف كتابا في العدد فقال قد كفانا ذاك وكيع حدث عن الزبير بن بكار والحسن بن عرفة وخلق كثير روي عنه احمد بن كامل القاضي وابو علي بن الصواف وابن المظفر وغيرهم منصور بن اسماعبلي بن عمر ابو الحسن الفقيه كان اديبا فهما عاقلا حاد العناظمة وصنف المختصرات في الفقه علي مذهب الشافعي وله الشعر المليح سكن الرملة ثم قدم مصر وقيل انه كان جنديا ثم انه كف بصره ويظهر في شغره التشيع ابو نصر المحب من مشايخ الصوفية كان له مروءة وسخاء ودخلت سنة سبع وثلاتماءه في هذه السنة
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2682,656,1152,771,2682,656,1357,976, اختلفوا فيه اختلافهم في المسيح عليه السلام فمن قاءل انه حل فيه جزء الهي ويدعي فيه الربوبية ومن قاءل انه ولي الله تعالي وان الذي يظهر منه من جملة كرامات الصالحين ومن قاءل انه مشعبذ وممخرق وساحر كذاب ومتكهن والجن تطيعه فتاتيه باليهكهة في غير اوانها وكان قدم من خراسان, اختلفوا فيه اختلافهم في المسيح عليه السلام فين قاءل انه حل فيه جزء الهي ويدعي فيه الربوبية ومن قاءل انه ولي الله تعالي وان الذي يظهر منه من جملة كرامات الصالحين ومن قاءل انه مشعبذ وممخرق وساحر كذاب ومتكهن والجن تطيعه فتاتيه بالفاكهة في غير اوانها وكان قدم من خراسان
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2711,668,1333,670,2711,668,1486,1265, الخرسي ببغداد وفيها توفي ابو بكر محمد بن السري المعروف بابن السراج النحوي صاحب كتاب الاصول في النحو وقيل توفي سنة ست عشرة وفيها في شعبان توفي ابو الحسن علي بن سليمان الاخفش فجاة ثم دخلت سنة ست عشرة وثلاثماءة, ومربعة الخرسي بغداد وتوفي في هذه السنة من الاعيان اسحاق بن احمد بن جعفر ابو يعقوب الكاغدي وايوب بن يوسف بن ايوب بن سليمان ابو القاسم البزاز المصري وبدر الشرابي والحسن بن محمد بن الحسن بن صالح بن شيخ بن عميرة ابو الحسين الاسدي والحسين بن محمد بن محمد بن عفير بن محمد بن سهل بن ابي حثمة ابو عبد الله الانصاري والحسين بن عبد الله بن الجصاص الجوهري ابو عبد الله وسليمان بن داود ابن كثير بن وفدان ابو محمد الطوسي وعبد الله بن احمد بن سعد ابو القاسم الجصاص وعلي بن سليمان بن الفضل ابو الحسين الاخفش ومحمد بن جعفر بن احمد بن عمر بن شبيب ابو الحسن الصيرفي يعرف بابن الكوفي ومحمد بن الحسين بن حفص ابو جعفر الخثعمي الاشناني الكوفي ثم دخلت سنة ست عشرة وثلاثماءة
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2731,674,485,544,2731,674,647,706, علي فاءدة فعادوا وفيها قلد القاضي ابو عمر محمد بن يوسف بن اسحاق بن حماد بن زيد قضاء القضاة وفيها قلد ابنا راءق شرطة بغداد مكان نازوك وفيها مات احمد بن منيع وكان مولده سنة اربع عشرة وماءتين وفيها اقر المقتدر بالله ناصر, علي فاندة فعادوا وفيها قلد القاضي ابو عمر محمد بن يوسف بن اسحاق بن حماد بن زيد قضاء القضاة وفيها قلد ابنا راءق شرطة بغداد مكان نازوك وفيها مات احمد بن منيع وكان مولده سنة اربع عشرة وماءتين وفيها اقر المقتدر بالله ناصر
0630IbnAthirCizzDin.Kamil,0334Azdi.TarikhMawsil,2731,674,917,1297,2731,674,1398,1458, بن حمدان في المحرم من سنة ثمان عشرة وثلاثماءة وفيها سار حاج العراق الي مكة علي طريق الشام فوصلوا الي الموصل اول شهر رمضان ثم منها الي الشام لانقطاع الطريق بسبب القرمطي معه كسوة الكعبة مع ابن عبدوس الجهشياري لانه كان من اصحاب الوزير وفيها في شعبان ظهر بالموصل خارجي يعرف بابن مطر وقصد نصيبين فسار اليه ناصر الدولة بن حمدان فقاتله فاسره وظهره فيه ايضا خارجي اسمه محمد بن صالح بالبوازيج فسار اليه ابو السرايا نصر بن حمدان فاخذه ايضا وفيها التقي مفلح الساجي والدمستق فاقتتلوا فانهزم الدمستق ودخل مفلح وراءه الي بلاد الروم وفيها اخر ذي القعدة, حمدان فقاتله فاسره وظهر فيها ايضا خارجي اسمه محمد بن صالح بالبوازيج فسار اليه ابو السرايا نصر بن حمدان فاخذه ايضا وفيها التقي مفلح الساجي والدمستق فاقتتلا فانهزم الدمستق ودخل مفلح وراءه الي بلاد الروم وفيها اخر ذي القعدة
